index,risks
6074,"['carcinogenic risks.', 'Carcinogenic risks']"
6075,['unspecified risk']
6077,"['Economic risk', 'Social risk', 'Political risk']"
6078,"['Economic and social consequences risk', 'Failure of a buried water pipeline risk', 'Impact of failure on road networks risk', 'Groundwater contamination risk']"
6081,"['Legal risks', 'Reputation risks', 'Legal risk', 'Compliance risks']"
6084,"['Operational risk', 'Strategic risk', 'Regulatory risk']"
6085,"['Technical risk', 'Economic risk', 'Management risk', 'Social risk', 'Environmental risk']"
6087,"['Cost risk', 'Design risk', 'Operational risk', 'Procurement risk', 'Construction risk', 'Schedule risk']"
6088,"['Safety risk', 'Economic risk', 'Structural risk', 'Social risk', 'Environmental risk']"
6089,['Political risks']
6092,"['Water right trading risk', 'Economic benefit risk', 'Uncertainties risk', 'Downside risk', 'Tradeoffs risk', 'Water productivity risk']"
6094,"['Design risk', 'Structural risk']"
6095,"['Infrastructure risk', 'Natural hazard risk', 'Social risk', 'Environmental risk']"
6096,"['Multiple features for handling boulders risk', 'Operational risk', 'Schedule and cost consequences risk', 'Trade credit risk', 'Landslide risk', 'Equipment failure risk']"
6098,"['Environmental risks', 'Environmental pollution risks', 'Carcinogenic risks', 'Health risks', 'Economic risks']"
6099,['Decision theory to determine acceptability of risk']
6100,"['health risks, environmental risks, property damage risks']"
6101,"['Flooding risk', 'Earthquake risk']"
6102,"['environmental risk', 'related risk', 'health risk', 'Health risk', 'Environmental risk']"
6103,"['Occupational health risks', 'Transportation of dangerous goods risk']"
6104,['transmission risk']
6105,['Financial risk']
6106,['Public safety risks']
6107,"['xxx risk', 'hazard risk', 'induced damage (structural risk', 'related damage (health risk']"
6108,"['storm surge risk', 'leaching risk']"
6111,"['Demographic risk', 'related risk', 'Mental health risk', 'Substance abuse risk']"
6113,['Unknown or unquantifiable risks']
6114,"['Financial risk', 'Operational risk', 'Regulatory risk', 'Commercial risk', 'Overbooking risk']"
6115,"['Security risks', 'External risks', 'Safety risks', 'Operational risks']"
6117,['Tree damage risks']
6119,['Potential ecological risk']
6120,['Safety and mobility risks']
6121,"['Operational risks', 'Reputation risks', 'Financial risks']"
6123,"['Rollover risk', 'Skidding risk', 'Lateral drift risk']"
6124,"['Property damage risk', 'Infection risk', 'Fire risk', 'Explosion risk', 'Soil contamination risk', 'Safety risk', 'Health risk', 'Environmental risk']"
6125,"['Technological risk', 'Safety risk', 'Operational risk', 'Economic risk', 'Environmental risk']"
6127,"['Public health risk', 'Technical risk', 'Contamination risk', 'Economic risk', 'Flood risk', 'Infrastructure failure risk', 'Social risk', 'Environmental risk']"
6128,['related health risks']
6133,['Operational risk']
6140,"['Computational time risk', 'Training design set risk', 'Flood risk']"
6145,['high risk']
6148,['Increase in flood risk']
6149,['scientific risk']
6152,"['Reputation risk', 'Strategic risk', 'Operational risk']"
6153,"['Serviceability risk', 'Safety risk']"
6155,"['Economic risk', 'Public health risk', 'Social risk', 'Environmental risk']"
6159,"['Traffic risk', 'Drought risk', 'Flood risk']"
6165,['Infection risks']
6166,"['Ergonomic risks', ""Construction workers' ergonomic risks"", 'Environmental risks', 'Operational risks', 'Regulatory risks', 'Safety risks', 'Economic risks']"
6169,"['Hydroplaning risk', 'Accident risk', 'Fatigue risk']"
6172,"['related risks', 'Structural risks', 'structural risks']"
6173,"['Geotechnical risks', 'Structural risks', 'Uncertainty risks']"
6176,"['Hazard risk', 'Uncertainty risk', 'Structural risk']"
6182,"['Societal risks', 'Economic risks', 'Legal risks']"
6183,['Seismic risk']
6184,"['Drinking water risk', 'Technical risk', 'Shipping industry risk', 'Economic risk', 'Flood risk', 'Environmental risk', 'Health risk', 'Earthquake risk']"
6185,"['Data risk', 'Temperature dynamic modeling risk']"
6186,['Health risks']
6188,"['Safety risks', 'Operational risks', 'Technical risks']"
6189,"['Social risks', 'Environmental risks', 'Safety risks', 'Health risks', 'Economic risks']"
6190,"['chemical risk', 'Geological risk', 'hydrological risk', 'Hydrological risk', 'geological risk', 'Environmental risk']"
6192,['Uncertainty in the prediction of earthquake risk']
6194,"['Potential for statutorily prohibited risk', 'Operational risk', 'sharing risk', 'Contractual risk', 'Increased reliance on risk', 'Collaboration risk']"
6195,['Limited control system to avoid condensation risk']
6196,"['water concentrations risk', 'Straining characteristics risk', 'Hydrogeology risk', 'pathogen viability in ground water risk', 'hydrogeology risk', 'Pathogen viability in ground water risk', 'uncertainty in surface-water concentrations risk', 'MPA method risk', 'MPA method risk']"
6197,"['Fire risk', 'Economic risk', 'Structural risk', 'Fatality risk', 'Earthquake risk']"
6198,"['Regulatory risks', 'Safety risks', 'Technical risks']"
6200,['Uncertainty in the level of perceived risk']
6208,"['Structural failure risk', 'Seismic risk', 'Traffic load risk', 'Material deterioration risk', 'Environmental condition risk']"
6209,"['Environmental risks', 'Reliability risks', 'Safety risks']"
6210,"['Social risk', 'Seismic risk', 'Tsunami risk']"
6211,"['physical risk', 'Human risk', 'Organizational risk', 'Structural risk']"
6213,"['Technological risk', 'Financial risks', 'Political risk', 'Economic risk', 'Regulatory risk', 'Social risk', 'Environmental risk']"
6219,"['Environmental risk', 'Safety risk', 'Technical risk']"
6220,['Environmental risk']
6223,"['Distance from earthquake risk', 'Fatalistic beliefs about earthquake risk', 'Lack of awareness about seismic risk']"
6224,"['Policy alternatives risk', 'induced collapse risk', 'Fatalities risk']"
6226,"['Economic risk', 'Social risk', 'Structural risk', 'Seismic risk']"
6227,"['Reputation risk', 'Financial risk', 'Compliance risk', 'Operational risk']"
6228,['Seismic risk']
6232,"['Environmental risks', 'Safety risks', 'Structural risks']"
6235,"['Environmental risks', 'Operational risks', 'Regulatory risks', 'Safety risks', 'Structural risks', 'Financial risks']"
6236,"['Material risk', 'Accident risk', 'Environmental pollution risk', 'Corrosion risk', 'Maintenance risk', 'Fatigue risk', 'Operational risk', 'Environmental risk', 'Regulatory risk', 'Mechanical failure risk']"
6237,['Uncertainty risks']
6238,"['Physical water risks', 'Reputational water risks', 'Water scarcity risk', 'Regulatory water risks']"
6243,['safety risk']
6245,"['Reputation risk', 'Logistical risk', 'Operational risk']"
6246,"['Legal risk', 'Financial risk', 'Market risk', 'Operational risk', 'Reputation risk']"
6247,"['Regulatory risk', 'Environmental risk', 'Health risk', 'Ecological risk']"
6248,"['Compliance risk', 'Strategic risk', 'Operational risk']"
6251,"['Energy shortage risk', 'Water resources shortage risk']"
6338,['disparate perceptions of lane change risk']
6339,['Not considering the sensitivity of flood risk']
6340,"['Infection risk', 'Health risk', 'Safety risk']"
6341,['Thermal comfort risk']
6342,"['Safety risk', 'Occupational risk', 'Seismic risk']"
6344,['Uncertainty in the accuracy of calculated risks']
6345,['Earthquake risk']
6346,"['related risks', 'Health risks', 'Financial risks']"
6348,"['Operational risk', 'Safety risk', 'Environmental risk']"
6351,"['mentioned in the phrase ""aftershock risk""']"
6354,"['structural risk', 'health risk', 'environmental risk']"
6355,"['Tunnel projects risk', 'Societal flood risk', 'Flood risk']"
6358,"['Water resource risk', 'Health risk', 'Climate change risk', 'Environmental risk']"
6360,"['Revenue risk', 'Financial risk', 'Reputation risk', 'Operational risk']"
6369,"['e.g. ground motion, collapse risk']"
6370,['Health risks']
6372,['Climate risks']
6376,"[""Factors affecting pedestrians' risk""]"
6377,"['Environmental impact risk', 'Maximum concentration scenarios risk', 'Regulatory risks', 'Oil spill risk', 'Sediment risk', 'Contaminant risk', 'Health and safety risks', 'Economic risks']"
6381,['The risk']
6382,"['Insurance risk', 'Hurricane risk', 'Reinsurance risk', 'Crash risk']"
6385,['Occupational health and safety risks']
6387,"['Safety risk', 'Operational risk', 'Uncertainty in evaluating bridge failure risk', 'Structural risk', 'Environmental risk']"
6393,"['Economic risk', 'Security risk', 'Natural disaster risk', 'Environmental risk']"
6396,"['Safety risk', 'Structural risk', 'Seismic risk']"
6397,['e.g. fire risk']
6400,['Operational risk']
6403,"['Cost risk', 'Time risk', 'Safety risk', 'Operational risk', 'Reputation risk', 'Construction risk', 'Structural risk', 'Regulatory risk', 'Hazardous material risk', 'Environmental risk']"
6411,"['Water shortage risk', 'Yield loss risk']"
6412,"['Health risks', 'Ecological risks']"
6413,"['Hydrodynamic risks', 'Floodwater flow propagation risks', 'Health risks', 'Vehicle instability risks']"
6415,['Driving risk']
6416,"['Infectious disease risk', 'Infection risk', 'Flooding risk', 'Respiratory risk', 'Health risk', 'Environmental risk']"
6417,"['Inundation risk', 'River overflow risk', 'Dam operation risk', 'Flood risk']"
6421,"['Dependence risk', 'Hydrologic risk', 'Univariate event risk', 'Bivariate hydrologic risk', 'Flood risk']"
6504,['Safety risk']
6505,"['Security risk', 'Health risk', 'Safety risk', 'Environmental risk']"
6506,['Health risks']
6507,"['Imprecise risk', 'Uncertainty risk', 'Variation risk', 'Lack of benefits coverage risk']"
6509,"['Lifecycle structural optimization risk', 'break hazard risk', 'Urban flooding risk']"
6510,"['Construction risks', 'Structural risks', 'Environmental risks', 'Health risks']"
6513,"['Fire protection design risk', 'Refrigerating medium risk', 'Large fire compartment risk', 'Safety risk']"
6514,"['Earthquake risk', 'Leakage risk', 'Flood risk']"
6516,"['Sustainability risk', 'Difficulty in establishing failure models risk', 'Optimal Bayesian statistical model selection risk', 'attribute utility risk', 'Uncertainty in calculating occurrence probability risk', 'Failure mechanism risk', 'Reliability index calculation risk', 'Resilience risk', 'Climate change risk', 'variant reliability risk', 'Risk attitudes risk', 'Load and corrosion risk', 'Risk risk']"
6519,"['Lane change risk', 'Crash risk']"
6521,['Angle between train and gust affecting risk']
6524,"['Environmental risks', 'Operational risks', 'Regulatory risks', 'Catastrophic risks', 'Safety risks', 'Health risks']"
6525,"['Design risk', 'Construction risk', 'Demand risk']"
6526,"['Land use risk', 'Seismic risk', 'Flood risk']"
6528,['Safety risks']
6529,['Credit risk']
6530,"['Skin cancer risk', 'Fire risk', 'Flood risk']"
6531,"['Technical risk', 'Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Regulatory risk', 'Environmental risk']"
6532,"['Operational risks', 'Regulatory risks', 'Contractual risks', 'Reputation risks', 'Financial risks']"
6533,"['Reputation risk', 'Health and safety risks', 'Regulatory risk', 'Operational risk']"
6534,"['Hydrologic risk', 'Construction risk']"
6538,"['Environmental risks', 'Operational risks', 'Disruption risks', 'Reputation risks', 'Health risks', 'Economic risks']"
6539,"['Financial risk', 'Construction risk', 'Human safety risk', 'Seismic risk']"
6541,"['Seismic data risk', 'Geotechnical risk', 'Landsliding risk', 'Structural risk', 'Geological deformation risk', 'Environmental risk']"
6543,"['Seismic risk', 'Hydraulic vulnerability risk', 'Structural risk', 'Strategic importance risk']"
6547,"['Social risks', 'Environmental risks', 'Regulatory risks', 'Technical risks', 'Health risks', 'Economic risks']"
6550,"['Seismic risk', 'Financial risk', 'Reputation risk', 'Regulatory risk', 'Flood risk']"
6551,['Unknown or unforeseen risks']
6553,['Hurricane damage risks']
6554,"['Safety risks', 'Environmental risks', 'Operational risks']"
6556,['Geotechnical risk']
6557,"['Environmental risks', 'Social and political risks', 'Structural risks', 'Economic risks', 'Technological risks']"
6563,"['Flood risk', 'Geotechnical asset management program implementation risk', 'Debris flow risk']"
6565,"['Accidental event risks', 'Geological instability risks']"
6571,"['environmental risk', 'engineering risk', 'technology risk', 'geological risk']"
6574,"['Health and safety risks', 'Environmental risks', 'Technological risks', 'Organizational risks']"
6579,['Health risks']
6580,"['Fire risk', 'Injury risk', 'Health risk', 'Structural collapse risk']"
6586,"['Social risks', 'Environmental risks', 'Technological risks']"
6587,['Hurricane damage risks']
6588,['Practice of structural engineering is risky']
6599,"['Operational risk', 'Technical risk', 'Environmental risk']"
6601,"['Operational risk', 'Reputation risk', 'Strategic risk', 'Regulatory risk', 'Environmental risk']"
6603,"['environmental risk', 'technological risk', 'health and safety risk', 'financial risk']"
6612,"['Secondary tasks while driving increase crash risk', 'Distracted driving increases crash risk']"
6614,['Health risks']
6618,['induced ecological risks']
6621,"['Climate change exacerbates flood risk', 'Urbanization increases flood risk']"
6634,"['Technological risk', 'Operational risk', 'Environmental risk']"
6636,"['Failure of infrastructure risk', 'Damage to structures risk', 'Loss of life risk', 'Flooding risk']"
6640,['Landfills posing environmental and health risks']
6647,"['Property damage risk', 'Environmental pollution risk', 'Injury risk', 'Fire risk', 'Structural collapse risk', 'Health risks']"
6657,['Climate change exacerbating flood risk']
6658,['Collapse risk']
6664,['Safety risks']
6667,"['Health risk', 'Transportation risk']"
6669,['Health risk']
6672,['Environmental risk']
6678,"['Hazardous materials risks', 'Levee effect risks', 'Construction project risks', 'Transportation risks', 'Delay analysis and early warning risks', 'Software development risks']"
6684,"['Technological risk', 'Financial risk', 'Construction risk', 'Management risk', 'Environmental risk']"
6690,['Flood risk']
6701,"['Technological risk', 'Health risk', 'Environmental risk']"
6702,"['Structural integrity risk', 'Investment risk', 'Life cycle costs risk', 'Occupational health and safety risk', 'Water damage risk']"
